,Date,Receipt ID,Item,Department,Category,Fineline,Brand,Quantity,Total Sales,Price per Quantity,Customer Account,Gender,Age,Day
1161,2008-07-27,298-01247,KINGS KIDS UMBRELLA #300,APPAREL,UMBRELLAS,UMBRELLAS-1,KINGS,1.0,570.0,570,CD-587514,Male,18 -28,Sunday
1162,2008-07-25,298-00975,TS BROWN BUN 400G 6'S,TES BAKERY,TES BUNS/ROLLS,TES BUNS,TS,1.0,55.0,55,CD-096492,Female,18 -28,Friday
1163,2008-07-25,298-01006,PEP O/MARMALADE F/POWER 500G,BREAKFAST,SPREADS,JAMS/MARMALADES,PEP,1.0,209.0,209,CD-109777,Male,29 -39,Friday
1164,2008-07-27,298-01111,NDOVU MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,STANDARD MAIZE FLOUR,NDOVU,1.0,95.0,95,CD-173234,Male,51 -61,Sunday
1165,2008-07-26,298-01078,TROPICAL H/CHILLI&LEMON CRISPS 100G,SNACKS,CRISPS,CLEAR PACK CRISPS,TROPICAL,1.0,92.0,92,CD-358002,Male,18 -28,Saturday
1166,2008-07-27,298-01263,CLUB JAR 0L75,KITCHEN AND DINING,KITCHENWARES,STORAGE,CLUB,1.0,361.0,361,CD-336228,Female,40 -50,Sunday
1167,2008-07-27,298-01222,RHINO NDOGO MATCH BOX - 10 S,HOUSEHOLD ESSENTIALS,GAS + HEATING ACCESSORIES,FIRE LIGHTERS AND MATCHES,RHINO,3.0,96.0,32,CD-200010,Female,18 -28,Sunday
1168,2008-07-27,298-01200,FARMTES LOCAL SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,FARMTES,2.0,396.0,198,CD-215083,Female,18 -28,Sunday
1169,2008-07-25,298-00983,CHIKA G/TWIST CHILI SAUCE 135G,FOOD ADDITIVES,CONDIMENTS,HOT SAUCES,CHIKA,1.0,90.0,90,CD-252130,Male,18 -28,Friday
1170,2008-07-27,298-01317,CAFETES CHICKEN DRUMSTICK,TES DELI + COFFEE SHOP,MEAL,MEAT,CAFETES,0.3,285.0,950,CD-667740,Female,40 -50,Sunday
1171,2008-07-27,298-01232,KASUKU SUP EX BOOK A4 120P S/L,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KASUKU,5.0,310.0,62,CD-694608,Female,40 -50,Sunday
1172,2008-07-27,298-01155,MILLBAKERS CHOCO CUP CAKE 300G,CONFECTIONARY,QUEEN CAKES / MUFFINS,QUEEN CAKES / MUFFINS-1,MILLBAKERS,1.0,104.0,104,CD-135475,Female,18 -28,Sunday
1173,2008-07-25,298-00948,MENENGAI CREAM B/SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,MENENGAI,2.0,230.0,115,CD-599332,Male,40 -50,Friday
1174,2008-07-21,298-00086,PRESTIGE MARGARINE 1KG,BREAKFAST,SPREADS,MARGARINE,PRESTIGE,1.0,249.0,249,CD-143180,Male,40 -50,Monday
1175,2008-07-27,298-01263,OOH! LALA VANILLA YOGHURT 1LTR,DAIRY,YOGHURT,BASIC,OOH!,1.0,178.0,209,CD-336228,Female,40 -50,Sunday
1176,2008-07-27,298-01270,JUMBO CUMIN SEEDS GROUND 50G JAR,FOOD ADDITIVES,SPICES,BOTTLED SPICES,JUMBO,1.0,95.0,95,CD-284726,Female,62 -72,Sunday
1177,2008-07-27,298-01311,FIELD OF AFRICA H/WASH RASPBERRY 500ML,PERSONAL CARE,PERSONAL WASH,HANDWASH,FIELD,1.0,175.0,204,CD-097831,Female,18 -28,Sunday
1178,2008-07-27,298-01316,TES BARBEQUE CRISPS 30G,SNACKS,CRISPS,FOIL PACK CRISPS,TES,2.0,80.0,40,CD-401204,Female,18 -28,Sunday
1179,2008-07-27,298-01232,KENSALT 1KG,FOOD ADDITIVES,SEASONINGS,SALT,KENSALT,1.0,30.0,30,CD-694608,Female,40 -50,Sunday
1180,2008-07-27,298-01352,CIL PISHORI AROMATIC RICE 5KG,RICE,AROMATIC RICE,AROMATIC RICE-1,CIL,1.0,1144.0,1144,CD-822794,Male,29 -39,Sunday
1181,2008-07-25,298-00985,KENPOLY YOYO BASKET #2,KITCHEN AND DINING,KITCHENWARES,KITCHEN ACCESSORIES-HOMEWARE,KENPOLY,1.0,136.0,136,CD-769251,Male,29 -39,Friday
1182,2008-07-27,298-01334,TS CARROT LOAF 400G,TES BAKERY,TES CAKES,SMALL CAKES-TES,TS,2.0,296.0,148,CD-028669,Female,18 -28,Sunday
1183,2008-07-27,298-01283,FARMTES SUGAR WHITE 5KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,FARMTES,1.0,490.0,490,CD-276789,Male,29 -39,Sunday
1184,2008-07-27,298-01200,VENUS DC ANTI BREAKAGE LEAVE-IN TRTMT 250ML,BEAUTY,HAIRCARE AND ACCESSORIES,HAIR STYLING & CARE,VENUS,1.0,200.0,200,CD-215083,Female,18 -28,Sunday
1185,2008-07-27,298-01292,MACCOFFEE CAPPUCCINO TORINO 25.5G,HOT BEVERAGE,COFFEE,PREMIX,MACCOFFEE,1.0,50.0,50,CD-33322,Male,29 -39,Sunday
1186,2008-07-27,298-01352,MANAGU BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,MANAGU,3.0,90.0,30,CD-822794,Male,29 -39,Sunday
1187,2008-07-27,298-01270,GOFRUT MANGO JUICE 1L,COLD BEVERAGE,JUICE,SYRUP/CONCENTRATE JUICE,GOFRUT,2.0,200.0,100,CD-284726,Female,62 -72,Sunday
1188,2008-07-27,298-01274,CLUB LEMON & LIME 1.25LTR,COLD BEVERAGE,SODA,REGULAR,CLUB,1.0,90.0,90,CD-948378,Female,40 -50,Sunday
1189,2008-07-26,298-01037,OFFICE POINT ERASER ER40,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,OFFICE,1.0,20.0,20,CD-690239,Male,18 -28,Saturday
1190,2008-07-25,298-00921,SKITTLES 10G,CONFECTIONERY,GUM AND MINT,FRUITY GUM,SKITTLES,1.0,19.0,19,CD-233613,Male,29 -39,Friday
1191,2008-07-25,298-00962,COLGATE TRIPLE ACTION 140G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,197.0,197,CD-667555,Female,29 -39,Friday
1192,2008-07-21,298-00115,ALWAYS SOFT MAXI THICK 16*9,PERSONAL CARE,SANITARY,SANITARY TOWELS,ALWAYS,1.0,90.0,90,CD-457610,Female,40 -50,Monday
1193,2008-07-27,298-01263,ORAL-B T/BRUSH 3EFFECT CLASSIC 2+1,PERSONAL CARE,ORAL CARE,TOOTH BRUSHES,ORAL-B,1.0,220.0,220,CD-336228,Female,40 -50,Sunday
1194,2008-07-25,298-00941,SAWA TOILET SOAP HERBAL 250GM,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,SAWA,1.0,50.0,50,CD-784691,Female,40 -50,Friday
1195,2008-07-27,298-01317,TROPICAL H/PILAU MASALA 100G JAR,FOOD ADDITIVES,SPICES,BOTTLED SPICES,TROPICAL,1.0,210.0,210,CD-667740,Female,40 -50,Sunday
1196,2008-07-21,298-00076,TERERE BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,TERERE,1.0,30.0,30,CD-403137,Female,40 -50,Monday
1197,2008-07-27,298-01210,MC VITIES DIGESTIVE BISC 250G,SNACKS,BISCUITS,DIGESTIVE BISCUITS,MC,1.0,180.0,180,CD-168328,Male,51 -61,Sunday
1198,2008-07-26,298-01092,SUNSET MIXED SPICES 50GM,FOOD ADDITIVES,SPICES,PACKET SPICES,SUNSET,1.0,60.0,60,CD-740394,Female,18 -28,Saturday
1199,2008-07-27,298-01317,EVEREADY SUPERHD 1215BP4 AA BLACK,HOUSEHOLD ESSENTIALS,BATTERIES,ALKALINE BATTERIES,EVEREADY,1.0,132.0,132,CD-667740,Female,40 -50,Sunday
1200,2008-07-27,298-01210,TOP CHEF SALT 500G,FOOD ADDITIVES,SEASONINGS,SALT,TOP,2.0,70.0,35,CD-168328,Male,51 -61,Sunday
1201,2008-07-25,298-00977,BITEZ BARBEQUE CORN 33G PLAIN,SNACKS,CORN SNACKS,CORN SNACKS-1,BITEZ,1.0,19.0,19,CD-788122,Female,18 -28,Friday
1202,2008-07-26,298-01013,ROASTED SALTED ALMOND P/KG,SNACKS,NUTS,BULK NUTS,ROASTED,0.2,526.0,2630,CD-309183,Female,40 -50,Saturday
1203,2008-07-27,298-01228,FRESH PEPPERMINT STICKS 10'S,CONFECTIONERY,GUM AND MINT,MINTY GUM,FRESH,1.0,20.0,20,CD-558708,Female,40 -50,Sunday
1204,2008-07-25,298-00948,ORAL-MAX CRYSTAL T/BRUSH MED,PERSONAL CARE,ORAL CARE,TOOTH BRUSHES,ORAL-MAX,1.0,50.0,75,CD-599332,Male,40 -50,Friday
1205,2008-07-27,298-01237,CAFETES CRISPY FRIED CHICKEN P/KG,TES DELI + COFFEE SHOP,MEAL,MEAT,CAFETES,0.23535354,233.0,990,CD-202980,Male,18 -28,Sunday
1206,2008-07-27,298-01214,TS MANDAZI 70G,TES BAKERY,TES MANDAZI,TES MANDAZI BITES,TS,5.0,50.0,10,CD-116796,Female,29 -39,Sunday
1207,2008-07-27,298-01200,ARIEL DETERGENT 1KG,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,ARIEL,1.0,282.0,282,CD-215083,Female,18 -28,Sunday
1208,2008-07-27,298-01241,SOKO MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,STANDARD MAIZE FLOUR,SOKO,4.0,356.0,89,CD-359519,Male,29 -39,Sunday
1209,2008-07-21,298-00115,USHINDI CREAM BAR SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,USHINDI,5.0,395.0,79,CD-457610,Female,40 -50,Monday
1210,2008-07-27,298-01126,BALLET BUTTER BLEND JELLY 100GM,BEAUTY,BODY CARE,JELLIES,BALLET,1.0,90.0,90,CD-431611,Female,29 -39,Sunday
1211,2008-07-27,298-01356,KENSALT 2KG,FOOD ADDITIVES,SEASONINGS,SALT,KENSALT,1.0,66.0,66,CD-254997,Male,51 -61,Sunday
1212,2008-07-25,298-00905,HARPIC POWER PLUS ORIG 200ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,HARPIC,1.0,100.0,100,CD-078399,Female,18 -28,Friday
1213,2008-07-27,298-01253,JOY SUPER QUEEN CAKE 8 PACK,CONFECTIONARY,QUEEN CAKES / MUFFINS,QUEEN CAKES-CONFECTIONARY,JOY,1.0,80.0,80,CD-228026,Female,29 -39,Sunday
1214,2008-07-21,298-00112,FAMILA UJI MIX 1KG,FLOUR,PORRIDGE FLOUR,UJI MIX,FAMILA,1.0,111.0,111,CD-452634,Female,40 -50,Monday
1215,2008-07-25,298-00921,KNORR BEEF CHILLI CUBES 51G,FOOD ADDITIVES,SEASONINGS,BOUILLONS,KNORR,1.0,90.0,90,CD-233613,Male,29 -39,Friday
1216,2008-07-27,298-01352,TUZO UHT WHOLE 250ML,DAIRY,LONGLIFE MILK,PLAIN,TUZO,5.0,165.0,33,CD-822794,Male,29 -39,Sunday
1217,2008-07-27,298-01232,RAPID SPRING FILE P.V.C,STATIONERY,OFFICE STATIONERY,"FILE,FOLDER + WALLET",RAPID,1.0,92.0,92,CD-694608,Female,40 -50,Sunday
1218,2008-07-21,298-00091,NUTRAMEAL PACKED SUGAR 1KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,NUTRAMEAL,2.0,198.0,99,CD-936825,Male,29 -39,Monday
1219,2008-07-21,298-00104,HANNAN WET WIPES 72'S,PERSONAL CARE,SANITARY,WIPES,HANNAN,2.0,292.0,146,CD-343213,Female,29 -39,Monday
1220,2008-07-25,298-00947,FLAMINGO PEACH EXTRACT 3*90G,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,FLAMINGO,1.0,85.0,85,CD-048257,Female,18 -28,Friday
1221,2008-07-27,298-01348,KENPOLY HOME FRESH 150ML #1,KITCHEN AND DINING,KITCHENWARES,STORAGE,KENPOLY,2.0,54.0,27,CD-696500,Male,18 -28,Sunday
1222,2008-07-27,298-01112,TROPICAL HONEY P/KG,BREAKFAST,SPREADS,HONEY,TROPICAL,0.569474,541.0,950,CD-636681,Female,29 -39,Sunday
1223,2008-07-25,298-00941,ALWAYS SOFT MAXI THICK LONG 16*7,PERSONAL CARE,SANITARY,SANITARY TOWELS,ALWAYS,2.0,100.0,50,CD-784691,Female,40 -50,Friday
1224,2008-07-27,298-01156,CUSSONS PERFUMED B/JELLY 100GM,BABY PRODUCTS,BABY SKIN CARE,BABY OILS,CUSSONS,1.0,110.0,110,CD-201447,Female,18 -28,Sunday
1225,2008-07-27,298-01324,SANTA LUCIA SPAGHETTI 400G,PASTA + NOODLES,PASTA,LONG PASTA,SANTA,6.0,436.0218,109,CD-095693,Male,18 -28,Sunday
1226,2008-07-27,298-01352,SUPA WHITE B/TOAST 800GM,CONFECTIONARY,BREAD,BREAD ROLLS,SUPA,4.0,400.0,100,CD-822794,Male,29 -39,Sunday
1227,2008-07-26,298-01078,KARTASI SCRAP BOOK 1/4 CROWN,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,KARTASI,1.0,140.0,140,CD-358002,Male,18 -28,Saturday
1228,2008-07-25,298-00917,KABRAS PACKED SUGAR 1KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,2.0,198.0,99,CD-846846,Female,18 -28,Friday
1229,2008-07-25,298-00948,NUTEEZ P/BUTTER CRUNCHY 800GM,BREAKFAST,SPREADS,"NUT BUTTER, CHOCOLATE + OTHER SPREADS",NUTEEZ,1.0,330.0,370,CD-599332,Male,40 -50,Friday
1230,2008-07-27,298-01292,KIWI BLACK SHOE POLISH 15ML,HOUSEHOLD ESSENTIALS,SHOE CARE,SHOE POLISH,KIWI,1.0,45.0,45,CD-33322,Male,29 -39,Sunday
1231,2008-07-27,298-01263,SANTA LUCIA SPAGHETTI 500GM,PASTA + NOODLES,PASTA,LONG PASTA,SANTA,1.0,137.0,137,CD-336228,Female,40 -50,Sunday
1232,2008-07-27,298-01235,FAHARI YA KENYA TEA 50GM,HOT BEVERAGE,TEA,LOOSE TEA,FAHARI,1.0,22.0,22,CD-211209,Male,18 -28,Sunday
1233,2008-07-27,298-01270,GEISHA ALOE VERA & HONEY 125G,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,GEISHA,1.0,50.0,50,CD-284726,Female,62 -72,Sunday
1234,2008-07-25,298-00917,AJAB HOME BAKING 1KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,AJAB,1.0,71.0,71,CD-846846,Female,18 -28,Friday
1235,2008-07-25,298-00941,SANTA LUCIA TORTIGLIONI 500GM,PASTA + NOODLES,PASTA,SHORT PASTA,SANTA,1.0,199.0,199,CD-784691,Female,40 -50,Friday
1236,2008-07-21,298-00112,STORESOME WATER BOTTLE #805H,KITCHEN AND DINING,KITCHENWARES,STORAGE,STORESOME,2.0,466.0,233,CD-452634,Female,40 -50,Monday
1237,2008-07-27,298-01263,KENYLON TOMATO PASTE 275GM,FOOD ADDITIVES,CONDIMENTS,TOMATO PASTE,KENYLON,1.0,120.0,120,CD-336228,Female,40 -50,Sunday
1238,2008-07-27,298-01317,TERERE BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,TERERE,1.0,30.0,30,CD-667740,Female,40 -50,Sunday
1239,2008-07-27,298-01222,FAHARI YA KENYA TEA 500GM,HOT BEVERAGE,TEA,LOOSE TEA,FAHARI,1.0,218.0,246,CD-200010,Female,18 -28,Sunday
1240,2008-07-27,298-01143,EXCEL PREM DRINKING WATER 500M,COLD BEVERAGE,WATER,PURIFIED DRINKING WATER,EXCEL,4.0,100.0,25,CD-358161,Male,40 -50,Sunday
1241,2008-07-27,298-01356,BELLA WHITE T/PAPER 10PACK,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,BELLA,2.0,398.0,199,CD-254997,Male,51 -61,Sunday
1242,2008-07-26,298-01015,OMO EXTRA FRESH 500G,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,OMO,1.0,170.0,170,CD-822352,Female,40 -50,Saturday
1243,2008-07-26,298-01081,SUKUMAWIKI BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,SUKUMAWIKI,1.0,30.0,30,CD-367110,Female,18 -28,Saturday
1244,2008-07-21,298-00115,EXE MANDAZI 2KG,FLOUR,WHEAT FLOUR,MANDAZI WHEAT FLOUR,EXE,1.0,144.0,144,CD-457610,Female,40 -50,Monday
1245,2008-07-26,298-01033,PELIKAN PLASTIC RULER 15CM PLN,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,PELIKAN,1.0,50.0,50,CD-203882,Female,40 -50,Saturday
1246,2008-07-27,298-01192,BIC 1 LADY SINGLE POUCH,PERSONAL CARE,SHAVING,SHAVERS,BIC,1.0,21.0,21,CD-667934,Male,51 -61,Sunday
1247,2008-07-27,298-01241,SOKONI STEEL WOOL 15*20GM,HOME CLEANING,SCRUBBERS + SPONGES,STEEL WOOL,SOKONI,1.0,125.0,125,CD-359519,Male,29 -39,Sunday
1248,2008-07-25,298-00977,MANGOES APPLE (KG),FRUITS + VEG,FRUITS,LOCAL FRUITS,MANGOES,1.14492754,79.0,69,CD-788122,Female,18 -28,Friday
1249,2008-07-27,298-01292,BELLA WHITE T/PAPER 4 PACK,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,BELLA,1.0,69.0,69,CD-33322,Male,29 -39,Sunday
1250,2008-07-27,298-01116,KOTEX PANTY LINERS 20'S DEO,PERSONAL CARE,SANITARY,PANTY LINERS,KOTEX,1.0,65.0,85,CD-572084,Male,40 -50,Sunday
1251,2008-07-27,298-01356,SOKO MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,STANDARD MAIZE FLOUR,SOKO,2.0,178.0,89,CD-254997,Male,51 -61,Sunday
1252,2008-07-27,298-01316,MT.KENYA UHT MILK 500ML POUCH,DAIRY,LONGLIFE MILK,PLAIN,MT.KENYA,18.0,702.0,39,CD-401204,Female,18 -28,Sunday
1253,2008-07-21,298-00111,SAWA TOILET SOAP WHITE 250GM,PERSONAL CARE,PERSONAL WASH,FAMILY SOAPS,SAWA,1.0,50.0,50,CD-377755,Male,29 -39,Monday
1254,2008-07-27,298-01270,AJAB HOME BAKING 2KG,FLOUR,WHEAT FLOUR,WHITE WHEAT FLOUR,AJAB,4.0,508.0,127,CD-284726,Female,62 -72,Sunday
1255,2008-07-26,298-01015,NIVEA PEARL BEAUTY ROLL-ON 50M,PERSONAL CARE,DEODORANTS & ANTI-PERSPARANTS,ROLL-ONS,NIVEA,2.0,472.0,315,CD-822352,Female,40 -50,Saturday
1256,2008-07-27,298-01200,TING TING COLA BUBBLE GUM,CONFECTIONERY,GUM AND MINT,FRUITY GUM,TING,1.0,5.0,5,CD-215083,Female,18 -28,Sunday
1257,2008-07-26,298-01080,BELLA WHITE T/PAPER 10PACK,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,BELLA,1.0,199.0,199,CD-164284,Female,18 -28,Saturday
1258,2008-07-25,298-00948,KARTASI HIT EXBK MAN A4 120 SL,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,5.0,290.0,58,CD-599332,Male,40 -50,Friday
1259,2008-07-27,298-01348,AMARA BODY MILK LTN 400ML,BEAUTY,BODY CARE,SKIN LOTIONS,AMARA,1.0,112.0,140,CD-696500,Male,18 -28,Sunday
1260,2008-07-26,298-01038,SPINACH BUNCH,FRUITS + VEG,VEGETABLES,LEAFY GREENS,SPINACH,1.0,30.0,30,CD-283458,Female,29 -39,Saturday
1261,2008-07-27,298-01251,PICK N  PEEL TROPICAL JUICE 1L,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,PICK,1.0,191.0,191,CD-169713,Male,18 -28,Sunday
1262,2008-07-26,298-01019,ARIEL DETERGENT 500GM,LAUNDRY,DETERGENTS,HANDWASH DETERGENTS,ARIEL,2.0,198.0,99,CD-701847,Female,29 -39,Saturday
1263,2008-07-21,298-00086,USHINDI CREAM BAR SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,USHINDI,1.0,79.0,79,CD-143180,Male,40 -50,Monday
1264,2008-07-21,298-00100,BELLA WHITE T/PAPER 10PACK,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,BELLA,3.0,597.0,199,CD-201290,Male,29 -39,Monday
1265,2008-07-27,298-01263,RAHA PREMIUM MAIZE MEAL 2KG,FLOUR,MAIZE FLOUR,PREMIUM MAIZE FLOUR,RAHA,1.0,132.0,132,CD-336228,Female,40 -50,Sunday
1266,2008-07-26,298-01059,KARTASI EX. BK MAN A4 96P SQ,STATIONERY,SCHOOL STATIONERY,"GRAPH,EXERCISE + COUNTER BOOKS",KARTASI,1.0,59.0,59,CD-989663,Female,29 -39,Saturday
1267,2008-07-27,298-01235,CAFETES BEEF SAMOSA,TES DELI + COFFEE SHOP,DELI SNACKS,BITTING,CAFETES,2.0,90.0,45,CD-211209,Male,18 -28,Sunday
1268,2008-07-27,298-01160,GOFRUT APPLE JUICE 1L,COLD BEVERAGE,JUICE,SYRUP/CONCENTRATE JUICE,GOFRUT,1.0,100.0,100,CD-358349,Female,18 -28,Sunday
1269,2008-07-27,298-01183,ZENTA CREAM BAR SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,ZENTA,6.0,540.0,105,CD-926190,Male,40 -50,Sunday
1270,2008-07-27,298-01288,BROOKSIDE BUTTER UNSALTED 250G,DAIRY,BUTTER,UNSALTED,BROOKSIDE,1.0,302.0,302,CD-084855,Female,18 -28,Sunday
1271,2008-07-26,298-01095,BROADWAYS WHITE BREAD 400G,CONFECTIONARY,BREAD,BREAD ROLLS,BROADWAYS,2.0,100.0,50,CD-225878,Female,29 -39,Saturday
1272,2008-07-27,298-01241,TOILEX JUMBO JNR TISSUE,PAPER + PLASTICS,TISSUE PAPERS,BLENDED,TOILEX,2.0,190.0,100,CD-359519,Male,29 -39,Sunday
1273,2008-07-26,298-01071,MINIMAX WATER BOTTLE 0.6L S127,KITCHEN AND DINING,KITCHENWARES,STORAGE,MINIMAX,1.0,100.0,100,CD-271450,Female,18 -28,Saturday
1274,2008-07-27,298-01135,ROSEMARY P/KG,FOOD ADDITIVES,SPICES,BULK SPICES,ROSEMARY,0.1,164.0,1640,CD-698608,Male,29 -39,Sunday
1275,2008-07-25,298-00921,PURE HEALTH TOTO AFYA 1KG,FLOUR,PORRIDGE FLOUR,AMARANATH PORRIDGE FLOUR,PURE,2.0,410.0,205,CD-233613,Male,29 -39,Friday
1276,2008-07-27,298-01156,KABRAS PACKED SUGAR 1KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,2.0,198.0,99,CD-201447,Female,18 -28,Sunday
1277,2008-07-27,298-01318,TUZO S/BERRY YOGHURT 200G,DAIRY,YOGHURT,BASIC,TUZO,2.0,80.0,40,CD-063469,Male,29 -39,Sunday
1278,2008-07-27,298-01241,WEETABIX MIXED BERRY 500G,BREAKFAST,BREAKFAST CEREALS,BISCUIT CEREALS,WEETABIX,1.0,425.0,425,CD-359519,Male,29 -39,Sunday
1279,2008-07-27,298-01270,KABRAS PACKED SUGAR 2KG,SUGAR,WHITE SUGAR,WHITE SUGAR-1,KABRAS,2.0,398.0,199,CD-284726,Female,62 -72,Sunday
1280,2008-07-27,298-01343,MOLO UHT MILK 500M ESL POUCH,DAIRY,LONGLIFE MILK,PLAIN,MOLO,1.0,48.0,48,CD-650831,Male,40 -50,Sunday
1281,2008-07-27,298-01135,PEANUT BRITTLE P/ KG,CEREALS & PULSES,CEREAL NUTS,PEANUTS,PEANUT,0.12008734,110.0,916,CD-698608,Male,29 -39,Sunday
1282,2008-07-27,298-01347,KEVIAN AFIA MIXED FRUIT 500ML,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,KEVIAN,1.0,65.0,65,CD-682075,Male,40 -50,Sunday
1283,2008-07-27,298-01317,FINI PICK N MIX P/KG,CONFECTIONERY,CHEWY AND HARD,FRUITY,FINI,0.1,190.0,1900,CD-667740,Female,40 -50,Sunday
1284,2008-07-26,298-01057,O/POINT MATHEMATICAL SET,STATIONERY,SCHOOL STATIONERY,SCHOOL SUPPLIES,O/POINT,1.0,199.0,199,CD-754945,Female,18 -28,Saturday
1285,2008-07-25,298-00917,COLGATE DENTAL CREAM 35G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,54.0,54,CD-846846,Female,18 -28,Friday
1286,2008-07-25,298-01006,COLGATE DENTAL CREAM 140G,PERSONAL CARE,ORAL CARE,TOOTH PASTE,COLGATE,1.0,170.0,200,CD-109777,Male,29 -39,Friday
1287,2008-07-27,298-01311,LISTERINE COOL MINT 250ML,PERSONAL CARE,ORAL CARE,ORAL RINSE & MOUTH WASH,LISTERINE,1.0,535.0,535,CD-097831,Female,18 -28,Sunday
1288,2008-07-27,298-01356,WHITE WASH WHITE SOAP 1KG,LAUNDRY,LAUNDRY BARS,LONG BARS,WHITE,2.0,304.0,152,CD-254997,Male,51 -61,Sunday
1289,2008-07-27,298-01192,BIC 3 SENSITIVE CARD PACK W/ALOE,PERSONAL CARE,SHAVING,SHAVERS,BIC,1.0,56.0,56,CD-667934,Male,51 -61,Sunday
1290,2008-07-27,298-01288,ROYCO BEEF CUBES 40*4G,FOOD ADDITIVES,SEASONINGS,BOUILLONS,ROYCO,1.0,100.0,100,CD-084855,Female,18 -28,Sunday
1291,2008-07-25,298-01006,RHINO KUBWA MATCH BOX - 10 S,HOUSEHOLD ESSENTIALS,GAS + HEATING ACCESSORIES,FIRE LIGHTERS AND MATCHES,RHINO,1.0,42.0,42,CD-109777,Male,29 -39,Friday
1292,2008-07-21,298-00111,KEVIAN AFIA M/VITAMINE T/P 1LT,COLD BEVERAGE,JUICE,RTD FRUIT JUICE,KEVIAN,1.0,79.0,155,CD-377755,Male,29 -39,Monday
1293,2008-07-27,298-01288,WHITE WASH WHITE SOAP 800G,LAUNDRY,LAUNDRY BARS,LONG BARS,WHITE,1.0,122.0,122,CD-084855,Female,18 -28,Sunday
1294,2008-07-27,298-01221,TENA TISSUE 10PK UN/WRAPPED,PAPER + PLASTICS,TISSUE PAPERS,VIRGIN,TENA,1.0,299.0,299,CD-044837,Female,40 -50,Sunday
1295,2008-07-27,298-01203,TS MAHAMRI 60G,TES BAKERY,TES PASTRIES,TES PASTRY CAKES,TS,4.0,100.0,25,CD-846731,Female,29 -39,Sunday
1296,2008-07-25,298-00983,ACE T/C FRUITY FRSH 500ML,HOME CLEANING,TOILET + SEPTIC CARE,LIQUID TOILET CLEANERS,ACE,1.0,160.0,200,CD-252130,Male,18 -28,Friday
1297,2008-07-27,298-01283,LOTTO CARAMELLA TOFFEE 80PC,CONFECTIONERY,CHEWY AND HARD,TOFFEE,LOTTO,1.0,83.0,83,CD-276789,Male,29 -39,Sunday
1298,2008-07-21,298-00085,MOLFIX PANT MAXI 56*3,BABY PRODUCTS,BABY HYGIENE,BABY PANTS,MOLFIX,1.0,799.0,799,CD-770627,Female,29 -39,Monday
1299,2008-07-27,298-01277,LOVIN IT A/FRESHNER STRAWBERRY 300ML,AIRCARE + HOME FRAGRANCE,AEROSOLS,SPRAYS,LOVIN,1.0,190.0,190,CD-249898,Male,29 -39,Sunday
1300,2008-07-27,298-01210,IL JAPANESE SPA B/LTN 400ML+100ML,BEAUTY,BODY CARE,SKIN LOTIONS,IL,1.0,300.0,390,CD-168328,Male,51 -61,Sunday
1301,2008-07-27,298-01317,PELIKAN WHITE OUT 20ML,STATIONERY,OFFICE STATIONERY,OFFICE SUPPLIES,PELIKAN,1.0,190.0,190,CD-667740,Female,40 -50,Sunday
